budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
0.0,Treehouse Pictures,USA,Scott Coffey,Comedy,16740.0,Adult World,R,2014-02-14,97,6.2,Emma Roberts,14692,Andy Cochran,2013
2500000.0,Open Road Films,USA,Michael Tiddes,Comedy,40041683.0,A Haunted House,R,2013-01-11,86,5.1,Marlon Wayans,37158,Marlon Wayans,2013
4000000.0,Worldview Entertainment,USA,Ti West,Horror,9039.0,The Sacrament,R,2014-05-01,99,6.1,Joe Swanberg,13644,Ti West,2013
0.0,BFI Film Fund,UK,Kevin Macdonald,Drama,60213.0,How I Live Now,R,2013-10-04,101,6.5,Saoirse Ronan,23772,Meg Rosoff,2013
50000000.0,Prana Studios,USA,Klay Hall,Animation,90288712.0,Planes,PG,2013-08-09,91,5.8,Carlos Alazraqui,37338,John Lasseter,2013
0.0,Belladonna Productions,USA,Jim Mickle,Drama,76633.0,We Are What We Are,R,2013-10-25,105,5.9,Bill Sage,16772,Nick Damici,2013
15000000.0,Dickhouse Productions,USA,Jeff Tremaine,Comedy,102003019.0,Bad Grandpa,R,2013-10-25,92,6.5,Johnny Knoxville,81683,Johnny Knoxville,2013
0.0,Whitewater Films,USA,Jill Soloway,Comedy,174496.0,Afternoon Delight,R,2013-12-11,98,5.8,Kathryn Hahn,8099,Jill Soloway,2013
4000000.0,Worldview Entertainment,USA,David Gordon Green,Drama,373375.0,Joe,R,2014-04-11,117,6.9,Nicolas Cage,39431,Gary Hawkins,2013
0.0,Millennium Films,USA,Mark Steven Johnson,Action,27713.0,Killing Season,R,2013-09-20,91,5.4,Robert De Niro,30687,Evan Daugherty,2013
0.0,Antidote Films (I),USA,John Turturro,Comedy,3763973.0,Fading Gigolo,R,2014-07-17,90,6.2,John Turturro,20930,John Turturro,2013
3300000.0,Day Twenty- Eight Films,USA,Ron Krauss,Drama,1359563.0,Gimme Shelter,PG-13,2014-10-29,100,6.5,Vanessa Hudgens,7082,Ron Krauss,2013
0.0,Film4,UK,David Mackenzie,Crime,34100.0,Starred Up,NOT RATED,2014-08-26,106,7.4,Jack O'Connell,35739,Jonathan Asser,2013
0.0,Screen Australia,Australia,John Curran,Adventure,508806.0,Tracks,PG-13,2014-03-06,112,7.2,Mia Wasikowska,22475,Marion Nelson,2013
0.0,LD Entertainment,USA,Charlie Stratton,Crime,420266.0,In Secret,R,2014-04-03,107,6.1,Elizabeth Olsen,6118,Neal Bell,2013
7000000.0,"Safran Company, The",Spain,Jorge Dorado,Drama,4288.0,Anna,R,2014-01-24,99,6.5,Mark Strong,16817,Guy Holmes,2013
0.0,"Deseo, El",Spain,Pedro Almodóvar,Comedy,1367846.0,I'm So Excited!,R,2013-07-05,90,5.6,Javier Cámara,18657,Pedro Almodóvar,2013
25000000.0,China Film Group,USA,Keanu Reeves,Action,100144.0,Man of Tai Chi,R,2013-07-05,105,6.1,Tiger Hu Chen,30477,Michael G. Cooney,2013
6500000.0,Scott Free Productions,UK,Zal Batmanglij,Adventure,2268296.0,The East,PG-13,2013-06-28,116,6.8,Brit Marling,44425,Zal Batmanglij,2013
0.0,Indian Paintbrush,USA,Drake Doremus,Drama,15324.0,Breathe In,R,2014-05-16,98,6.4,Felicity Jones,11843,Drake Doremus,2013
0.0,MediaPro Pictures,USA,Fredrik Bond,Comedy,7973.0,Charlie Countryman,R,2013-09-13,103,6.4,Shia LaBeouf,23502,Matt Drake,2013
25500000.0,Les Productions du Trésor,France,Guillaume Canet,Crime,41229.0,Blood Ties,R,2013-11-01,127,6.5,Clive Owen,16156,Guillaume Canet,2013
0.0,R.P. Productions,France,Roman Polanski,Drama,342183.0,La piel de Venus,NOT RATED,2013-11-08,96,7.2,Emmanuelle Seigner,13764,David Ives,2013
0.0,IndieVest Pictures,USA,Joe Lynch,Adventure,86796.0,Knights of Badassdom,R,2014-08-18,100,5.7,Ryan Kwanten,17169,Kevin Dreyfuss,2013
0.0,Opus Film,Poland,Pawel Pawlikowski,Drama,3827060.0,Ida,PG-13,2013-10-25,82,7.4,Agata Kulesza,40046,Pawel Pawlikowski,2013
0.0,NICE FLX Pictures,Sweden,Felix Herngren,Adventure,1083762.0,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,R,2015-05-08,114,7.1,Robert Gustafsson,31110,Felix Herngren,2013
8500000.0,Worldview Entertainment,UK,Eran Creevy,Action,6787.0,Welcome to the Punch,R,2013-03-15,99,6.1,James McAvoy,28765,Eran Creevy,2013
5000000.0,Unclaimed Freight Productions,USA,Randall Miller,Drama,40040.0,CBGB,R,2013-10-11,101,6.6,Alan Rickman,7038,Jody Savin,2013
0.0,Recorded Picture Company (RPC),UK,Richard Shepard,Comedy,518134.0,Dom Hemingway,R,2013-11-15,93,6.2,Jude Law,22984,Richard Shepard,2013
0.0,Viacom18 Motion Pictures,India,Vikas Bahl,Adventure,1429534.0,Queen,NOT RATED,2014-03-07,146,8.3,Kangana Ranaut,48398,Vikas Bahl,2013
0.0,BBC Films,UK,Ralph Fiennes,Biography,1234254.0,The Invisible Woman,R,2014-02-21,111,6.1,Ralph Fiennes,7911,Abi Morgan,2013
0.0,Rommel Film,Germany,David Wnendt,Comedy,59437.0,Zonas húmedas,UNRATED,2015-04-10,109,5.8,Carla Juri,9107,Claus Falkenberg,2013
10000000.0,"American Film Company, The",USA,Peter Landesman,Drama,652355.0,Parkland,PG-13,2013-10-02,93,6.3,Zac Efron,12682,Peter Landesman,2013
0.0,Castel Film Romania,Romania,Mark Schmidt,Action,357000.0,Walking with the Enemy,PG-13,2014-04-25,124,6.0,Jonas Armstrong,884,Kenny Golde,2013
5000000.0,Alebrije Cine y Video,Mexico,Eugenio Derbez,Comedy,44467206.0,Instructions Not Included,PG-13,2013-09-06,115,7.6,Eugenio Derbez,24412,Guillermo Ríos,2013
1000000.0,Sikhya Entertainment,India,Ritesh Batra,Drama,4231500.0,The Lunchbox,PG,2013-09-20,104,7.8,Irrfan Khan,36929,Ritesh Batra,2013
0.0,3311 Productions,USA,Lake Bell,Comedy,2962542.0,In a World...,R,2013-09-13,100,6.7,Lake Bell,27802,Lake Bell,2013
0.0,93 Films,USA,Stacie Passon,Drama,38361.0,Concussion,R,2015-03-06,96,5.7,Robin Weigert,3324,Stacie Passon,2013
35000000.0,Videovision Entertainment,UK,Justin Chadwick,Biography,8323085.0,Mandela: Long Walk to Freedom,PG-13,2013-12-25,141,7.1,Idris Elba,23075,William Nicholson,2013
0.0,Studio Ghibli,Japan,Isao Takahata,Animation,1506975.0,The Tale of the Princess Kaguya,PG,2013-11-23,137,8.1,Chloë Grace Moretz,23571,Isao Takahata,2013
0.0,Lionsgate,USA,Tyler Perry,Drama,51975354.0,Temptation: Confessions of a Marriage Counselor,PG-13,2013-03-29,111,5.0,Jurnee Smollett-Bell,10473,Tyler Perry,2013
0.0,British Film Institute (BFI),UK,Ruairi Robinson,Horror,23838.0,The Last Days on Mars,R,2013-09-19,98,5.5,Liev Schreiber,31095,Sydney J. Bounds,2013
0.0,Bingo Movie Development,China,Stephen Chow,Action,18058.0,Journey to the West,PG-13,2013-02-07,110,6.8,Zhang Wen,9526,Stephen Chow,2013
0.0,Darko Entertainment,Ireland,John Ridley,Biography,323032.0,Jimi: All Is by My Side,R,2014-10-24,118,5.7,André Benjamin,4984,John Ridley,2013
38600000.0,Block 2 Pictures,Hong Kong,Kar-Wai Wong,Action,6594959.0,The Grandmaster,PG-13,2013-08-30,130,6.5,Tony Chiu-Wai Leung,26489,Kar-Wai Wong,2013
17000000.0,Universal Pictures,USA,Malcolm D. Lee,Comedy,70525195.0,The Best Man Holiday,R,2013-11-15,123,6.7,Monica Calhoun,12301,Malcolm D. Lee,2013
0.0,Imprint Entertainment,USA,David A. Armstrong,Action,2137.0,Pawn,R,2013-09-19,88,5.7,Nikki Reed,6144,Jay Anthony White,2013
0.0,The Weinstein Company,Canada,Jonathan Sobol,Comedy,61446.0,The Art of the Steal,R,2014-06-20,90,6.3,Kurt Russell,20439,Jonathan Sobol,2013
0.0,Bridgit Folman Film Gang,Israel,Ari Folman,Animation,137815.0,The Congress,NOT RATED,2014-07-24,122,6.5,Robin Wright,14289,Stanislaw Lem,2013
30000000.0,Art Pictures Studio,Russia,Fedor Bondarchuk,Action,1013945.0,Stalingrad,R,2013-10-10,131,5.6,Mariya Smolnikova,13238,Sergey Snezhkin,2013
12000000.0,Abbolita Productions,USA,Daniel Schechter,Comedy,261695.0,Life of Crime,R,2014-08-29,98,5.8,Jennifer Aniston,14145,Daniel Schechter,2013
11000000.0,Memento Films Production,France,Asghar Farhadi,Drama,1330596.0,El pasado,PG-13,2014-08-07,130,7.8,Bérénice Bejo,37148,Asghar Farhadi,2013
81000000.0,Twentieth Century Fox Film Corporation,UK,Matthew Vaughn,Action,128261724.0,Kingsman: The Secret Service,R,2015-02-13,129,7.7,Colin Firth,467659,Jane Goldman,2014
165000000.0,Paramount Pictures,USA,Christopher Nolan,Adventure,188020017.0,Interstellar,PG-13,2014-11-07,169,8.6,Matthew McConaughey,1095553,Jonathan Nolan,2014
170000000.0,Marvel Studios,USA,James Gunn,Action,333176600.0,Guardians of the Galaxy,PG-13,2014-08-01,121,8.1,Chris Pratt,791340,James Gunn,2014
15000000.0,Universal Pictures International (UPI),UK,Alex Garland,Drama,25442958.0,Ex Machina,R,2015-04-24,108,7.7,Alicia Vikander,355666,Alex Garland,2014
61000000.0,Twentieth Century Fox Film Corporation,USA,David Fincher,Crime,167767189.0,Gone Girl,R,2014-10-03,149,8.1,Ben Affleck,660194,Gillian Flynn,2014
20000000.0,Thunder Road Pictures,USA,Chad Stahelski,Action,43037835.0,John Wick,R,2014-10-24,101,7.3,Keanu Reeves,355140,Derek Kolstad,2014
25000000.0,Fox Searchlight Pictures,USA,Wes Anderson,Adventure,59100318.0,The Grand Budapest Hotel,R,2014-03-28,99,8.1,Ralph Fiennes,550331,Stefan Zweig,2014
3300000.0,Bold Films,USA,Damien Chazelle,Drama,13092000.0,Whiplash,R,2015-01-23,107,8.5,Miles Teller,503754,Damien Chazelle,2014
34000000.0,Twentieth Century Fox Film Corporation,USA,Wes Ball,Action,102427862.0,The Maze Runner,PG-13,2014-09-19,113,6.8,Dylan O'Brien,344991,Noah Oppenheim,2014
6500000.0,New Line Cinema,USA,John R. Leonetti,Horror,84273813.0,Annabelle,R,2014-10-03,99,5.4,Ward Horton,99635,Gary Dauberman,2014
2000000.0,Northern Lights Films,USA,David Robert Mitchell,Horror,14673301.0,It Follows,R,2015-03-27,100,6.9,Maika Monroe,147224,David Robert Mitchell,2014
85000000.0,Summit Entertainment,USA,Neil Burger,Adventure,150947895.0,Divergent,PG-13,2014-03-21,139,6.7,Shailene Woodley,370154,Evan Daugherty,2014
14000000.0,Black Bear Pictures,UK,Morten Tyldum,Biography,91125683.0,The Imitation Game,PG-13,2014-12-25,114,8.0,Benedict Cumberbatch,547832,Graham Moore,2014
170000000.0,Chernin Entertainment,USA,Matt Reeves,Action,208545589.0,Dawn of the Planet of the Apes,PG-13,2014-07-11,130,7.6,Gary Oldman,355042,Mark Bomback,2014
178000000.0,Warner Bros.,USA,Doug Liman,Action,100206256.0,Edge of Tomorrow,PG-13,2014-06-06,113,7.9,Tom Cruise,486882,Christopher McQuarrie,2014
55000000.0,Columbia Pictures,USA,Antoine Fuqua,Action,101530738.0,The Equalizer,R,2014-09-26,132,7.2,Denzel Washington,254915,Richard Wenk,2014
210000000.0,Paramount Pictures,USA,Michael Bay,Action,245439076.0,Transformers: Age of Extinction,PG-13,2014-06-27,165,5.7,Mark Wahlberg,263822,Ehren Kruger,2014
50000000.0,Columbia Pictures,USA,Phil Lord,Action,191719337.0,22 Jump Street,R,2014-06-13,112,7.1,Channing Tatum,288814,Michael Bacall,2014
68000000.0,Columbia Pictures,USA,David Ayer,Action,85817906.0,Fury,R,2014-10-17,134,7.6,Brad Pitt,341512,David Ayer,2014
12000000.0,Fox 2000 Pictures,USA,Josh Boone,Drama,124872350.0,The Fault in Our Stars,PG-13,2014-06-06,126,7.8,Shailene Woodley,280217,Scott Neustadter,2014
18000000.0,New Regency Pictures,USA,Alejandro González Iñárritu,Comedy,42340598.0,Birdman or (The Unexpected Virtue of Ignorance),R,2014-11-14,119,7.8,Michael Keaton,455260,Alejandro González Iñárritu,2014
8500000.0,Bold Films,USA,Dan Gilroy,Crime,32381218.0,Nightcrawler,R,2014-10-31,118,7.9,Jake Gyllenhaal,347271,Dan Gilroy,2014
200000000.0,Twentieth Century Fox Film Corporation,USA,Bryan Singer,Action,233921534.0,X-Men: Days of Future Past,PG-13,2014-05-23,132,8.0,Patrick Stewart,565997,Simon Kinberg,2014
2000000.0,Screen Australia,Australia,Jennifer Kent,Drama,924279.0,The Babadook,NOT RATED,2014-11-28,93,6.8,Essie Davis,141407,Jennifer Kent,2014
58800000.0,Warner Bros.,USA,Clint Eastwood,Action,350126372.0,American Sniper,R,2015-01-16,133,7.3,Bradley Cooper,362949,Jason Hall,2014
170000000.0,Marvel Entertainment,USA,Anthony Russo,Action,259766572.0,Captain America: The Winter Soldier,PG-13,2014-04-04,136,7.8,Chris Evans,559974,Christopher Markus,2014
60000000.0,Warner Bros.,Australia,Phil Lord,Animation,257760692.0,The Lego Movie,PG,2014-02-07,100,7.8,Chris Pratt,274608,Phil Lord,2014
1500000.0,Cross Creek Pictures,Canada,Jon Watts,Horror,55007.0,El payaso del mal,R,2016-06-17,100,5.7,Andy Powers,16279,Christopher Ford,2014
40000000.0,EuropaCorp,France,Luc Besson,Action,126663600.0,Lucy,R,2014-07-25,89,6.4,Scarlett Johansson,363219,Luc Besson,2014
200000000.0,Marvel Enterprises,USA,Marc Webb,Action,202853933.0,The Amazing Spider-Man 2,PG-13,2014-05-02,142,6.7,Andrew Garfield,352313,Alex Kurtzman,2014
165000000.0,FortyFour Studios,USA,Don Hall,Animation,222527828.0,Big Hero 6,PG,2014-11-07,102,7.8,Ryan Potter,320396,Jordan Roberts,2014
180000000.0,Roth Films,USA,Robert Stromberg,Action,241410378.0,Maleficent,PG,2014-05-30,97,7.0,Angelina Jolie,275137,Linda Woolverton,2014
125000000.0,Paramount Pictures,USA,Darren Aronofsky,Action,101200044.0,Noah,PG-13,2014-03-28,138,5.8,Russell Crowe,213644,Darren Aronofsky,2014
15000000.0,Working Title Films,UK,James Marsh,Biography,35893537.0,The Theory of Everything,PG-13,2014-11-26,123,7.7,Eddie Redmayne,310187,Anthony McCarten,2014
250000000.0,New Line Cinema,New Zealand,Peter Jackson,Adventure,255119788.0,The Hobbit: The Battle of the Five Armies,PG-13,2014-12-17,144,7.4,Ian McKellen,396797,Fran Walsh,2014
100000000.0,Paramount Pictures,USA,Brett Ratner,Action,72688614.0,Hercules,PG-13,2014-07-25,98,6.0,Dwayne Johnson,125393,Ryan Condal,2014
80000000.0,TriStar Pictures,Canada,Paul W.S. Anderson,Action,23219748.0,Pompeya,PG-13,2014-02-21,100,5.5,Kit Harington,92503,Janet Scott Batchler,2014
125000000.0,Color Force,USA,Francis Lawrence,Action,337135885.0,The Hunger Games: Mockingjay - Part 1,PG-13,2014-11-21,123,6.7,Jennifer Lawrence,341715,Peter Craig,2014
44000000.0,Columbia Pictures,USA,Evan Goldberg,Comedy,6105175.0,The Interview,R,2014-12-24,112,6.6,James Franco,267070,Dan Sterling,2014
90000000.0,Lionsgate,USA,Patrick Hughes,Action,39322544.0,The Expendables 3,PG-13,2014-08-15,126,6.1,Sylvester Stallone,141488,Sylvester Stallone,2014
3300000.0,Corner Producciones,Argentina,Damián Szifron,Comedy,3107072.0,Relatos salvajes,R,2014-12-04,122,8.1,Darío Grandinetti,118272,Damián Szifron,2014
25000000.0,Asis Productions,South Africa,Phillip Noyce,Drama,45089048.0,El dador de recuerdos,PG-13,2014-08-15,97,6.5,Brenton Thwaites,96205,Michael Mitnick,2014
1600000.0,Unison Films,New Zealand,Jemaine Clement,Comedy,3333000.0,Entrevista con unos vampiros,R,2015-02-13,86,7.6,Jemaine Clement,90970,Jemaine Clement,2014
110000000.0,Warner Bros.,USA,Noam Murro,Action,106580051.0,300: Rise of an Empire,R,2014-03-07,102,6.2,Sullivan Stapleton,242932,Zack Snyder,2014
8000000.0,Broad Green Pictures,USA,Ramin Bahrani,Drama,1410915.0,99 Homes,R,2015-10-09,112,7.1,Andrew Garfield,22416,Ramin Bahrani,2014
0.0,BBC Films,UK,James Kent,Biography,1822030.0,Testament of Youth,PG-13,2015-01-16,129,7.3,Alicia Vikander,19225,Vera Brittain,2014
0.0,Screen Australia,Australia,Michael Spierig,Drama,68372.0,Predestination,R,2015-01-09,97,7.5,Ethan Hawke,195819,Michael Spierig,2014
40000000.0,Twentieth Century Fox Film Corporation,USA,Nick Cassavetes,Comedy,83911193.0,The Other Woman,PG-13,2014-04-25,109,6.0,Cameron Diaz,113167,Melissa Stack,2014
160000000.0,Warner Bros.,USA,Gareth Edwards,Action,200676069.0,Godzilla,PG-13,2014-05-16,123,6.4,Aaron Taylor-Johnson,323734,Max Borenstein,2014
50000000.0,Lucamar Productions,USA,Rob Marshall,Adventure,128002372.0,Into the Woods,PG,2014-12-25,125,6.0,Anna Kendrick,112609,James Lapine,2014
11000000.0,Aldamisa Entertainment,USA,Jon Favreau,Comedy,30640336.0,Chef,R,2014-05-30,114,7.3,Jon Favreau,156375,Jon Favreau,2014
140000000.0,Chernin Entertainment,UK,Ridley Scott,Action,65014513.0,Exodus: Gods and Kings,PG-13,2014-12-12,150,6.0,Christian Bale,140323,Adam Cooper,2014
0.0,Canyon Creek Films,Germany,Christian Ditter,Comedy,14893.0,Tal vez es para siempre,R,2015-04-17,102,7.2,Lily Collins,85099,Juliette Towhidi,2014
40000000.0,Bluegrass Films,USA,Seth MacFarlane,Comedy,43139300.0,A Million Ways to Die in the West,R,2014-05-30,116,6.1,Seth MacFarlane,147947,Seth MacFarlane,2014
65000000.0,Aldamisa Entertainment,USA,Frank Miller,Crime,13757804.0,Sin City: A Dame to Kill For,R,2014-08-22,102,6.5,Mickey Rourke,126091,Frank Miller,2014
70000000.0,Universal Pictures,USA,Gary Shore,Action,56280355.0,Dracula Untold,PG-13,2014-10-10,92,6.3,Luke Evans,152210,Matt Sazama,2014
65000000.0,3 Arts Entertainment,USA,Angelina Jolie,Biography,115637895.0,Unbroken,PG-13,2014-12-25,137,7.2,Jack O'Connell,117590,Joel Coen,2014
95000000.0,Beijing Skywheel Entertainment Co.,USA,Sergei Bodrov,Action,17223265.0,Seventh Son,PG-13,2015-02-06,102,5.5,Ben Barnes,61441,Charles Leavitt,2014
1000000.0,Bazelevs Production,USA,Levan Gabriadze,Drama,31537320.0,Unfriended,R,2015-04-17,83,5.6,Heather Sossaman,52922,Nelson Greaves,2014
48000000.0,EuropaCorp,France,Olivier Megaton,Action,89256424.0,Búsqueda implacable 3,PG-13,2015-01-09,109,6.0,Liam Neeson,149069,Luc Besson,2014
40000000.0,Gulfstream Pictures,USA,Frank Coraci,Comedy,46294610.0,Blended,PG-13,2014-05-23,117,6.5,Adam Sandler,96218,Ivan Menchell,2014
26000000.0,DiNovi Pictures,USA,Michael Hoffman,Drama,26761283.0,The Best of Me,PG-13,2014-10-17,118,6.7,James Marsden,51322,J. Mills Goodloe,2014
4000000.0,IFC Productions,USA,Richard Linklater,Drama,25379975.0,Boyhood,R,2014-08-15,165,7.9,Ellar Coltrane,293068,Richard Linklater,2014
65000000.0,Marcy Media,USA,Will Gluck,Comedy,85911262.0,Annie,PG,2014-12-19,118,5.3,Quvenzhané Wallis,28204,Will Gluck,2014
40000000.0,Columbia Pictures,USA,Jake Kasdan,Comedy,38543473.0,Sex Tape,R,2014-07-18,94,5.1,Jason Segel,92074,Kate Angelo,2014
20000000.0,Ghoulardi Film Company,USA,Paul Thomas Anderson,Comedy,8110975.0,Inherent Vice,R,2015-01-09,148,6.7,Joaquin Phoenix,72027,Paul Thomas Anderson,2014
1000000.0,Fewlas Entertainment,USA,Leigh Janiak,Horror,9168.0,Honeymoon,R,2014-09-12,87,5.7,Rose Leslie,20262,Phil Graziadei,2014
60000000.0,Paramount Pictures,USA,Kenneth Branagh,Action,50577412.0,Jack Ryan: Shadow Recruit,PG-13,2014-01-17,105,6.2,Chris Pine,105471,Adam Cozad,2014
15000000.0,Bob Industries,USA,Jean-Marc Vallée,Adventure,37880356.0,Wild,R,2014-12-19,115,7.1,Reese Witherspoon,98839,Nick Hornby,2014
3000000.0,SModcast Pictures,USA,Kevin Smith,Comedy,1821983.0,Tusk,R,2014-09-19,102,5.4,Justin Long,35556,Kevin Smith,2014
66000000.0,DreamWorks,USA,Scott Waugh,Action,43577636.0,Need for Speed,PG-13,2014-03-14,132,6.5,Aaron Paul,145738,George Gatins,2014
50000000.0,Reel FX Creative Studios,USA,Jorge R. Gutiérrez,Animation,50151543.0,The Book of Life,PG,2014-10-17,95,7.3,Diego Luna,51976,Jorge R. Gutiérrez,2014
18000000.0,Good Universe,USA,Nicholas Stoller,Comedy,150157400.0,Neighbors,R,2014-05-09,97,6.3,Seth Rogen,242874,Andrew Jay Cohen,2014
100000000.0,Metro-Goldwyn-Mayer (MGM),USA,José Padilha,Action,58607007.0,RoboCop,PG-13,2014-02-12,117,6.2,Joel Kinnaman,193792,Joshua Zetumer,2014
127000000.0,Twentieth Century Fox Film Corporation,UK,Shawn Levy,Adventure,113746621.0,Night at the Museum: Secret of the Tomb,PG,2014-12-19,98,6.2,Ben Stiller,78239,David Guion,2014
12600000.0,Big Screen Productions,USA,Michaël R. Roskam,Crime,10724389.0,The Drop,R,2014-09-12,106,7.1,Tom Hardy,119833,Dennis Lehane,2014
11000000.0,DiNovi Pictures,USA,R.J. Cutler,Drama,50474843.0,If I Stay,PG-13,2014-08-22,107,6.8,Chloë Grace Moretz,95609,Shauna Cross,2014
145000000.0,DreamWorks Animation,USA,Dean DeBlois,Animation,177002924.0,How to Train Your Dragon 2,PG,2014-06-13,102,7.8,Jay Baruchel,243596,Dean DeBlois,2014
0.0,G4 Productions,USA,Chris Evans,Comedy,37047.0,Before We Go,PG-13,2015-07-21,95,6.9,Chris Evans,34243,Ronald Bass,2014
5000000.0,HanWay Films,USA,Adam Wingard,Mystery,322600.0,The Guest,R,2014-09-05,100,6.7,Dan Stevens,73747,Simon Barrett,2014
125000000.0,Paramount Pictures,USA,Jonathan Liebesman,Action,191204754.0,Teenage Mutant Ninja Turtles,PG-13,2014-08-08,101,5.8,Megan Fox,181678,Josh Appelbaum,2014
70000000.0,Summit Entertainment,USA,Renny Harlin,Action,18848538.0,The Legend of Hercules,PG-13,2014-01-10,100,4.2,Kellan Lutz,47597,Sean Hood,2014
30000000.0,Angry Films,USA,Mark Waters,Action,7791146.0,Vampire Academy,PG-13,2014-02-07,104,5.6,Zoey Deutch,45199,Richelle Mead,2014
100000000.0,Alcon Entertainment,UK,Wally Pfister,Drama,23022309.0,Transcendence,PG-13,2014-04-18,119,6.3,Johnny Depp,189106,Jack Paglen,2014
0.0,Verisimilitude,USA,Mike Cahill,Drama,334658.0,I Origins,R,2014-09-19,106,7.3,Michael Pitt,90264,Mike Cahill,2014
24000000.0,Annapurna Pictures,USA,Bennett Miller,Biography,12096300.0,Foxcatcher,R,2015-01-16,134,7.0,Steve Carell,117034,E. Max Frye,2014
13000000.0,Chernin Entertainment,USA,Theodore Melfi,Comedy,44134898.0,St. Vincent,PG-13,2014-10-24,102,7.3,Bill Murray,82653,Theodore Melfi,2014
14000000.0,Open Road Films,Belgium,Erik Van Looy,Mystery,5981749.0,El penthouse,R,2015-01-30,108,6.3,Karl Urban,40462,Bart De Pauw,2014
25000000.0,Paramount Pictures,USA,Rupert Wyatt,Crime,33631221.0,The Gambler,R,2014-12-25,111,6.0,Mark Wahlberg,53990,William Monahan,2014
8000000.0,Treehouse Pictures,USA,Tom Gormican,Comedy,26049082.0,That Awkward Moment,R,2014-01-31,94,6.2,Zac Efron,83613,Tom Gormican,2014
10000000.0,The Weinstein Company,USA,Tim Burton,Biography,14479776.0,Big Eyes,PG-13,2014-12-25,106,7.0,Amy Adams,66972,Scott Alexander,2014
9000000.0,Universal Pictures,France,James DeMonaco,Action,71962800.0,12 horas para sobrevivir,R,2014-07-18,103,6.5,Frank Grillo,110032,James DeMonaco,2014
50000000.0,StudioCanal,UK,Jaume Collet-Serra,Action,92168600.0,Non-Stop,PG-13,2014-02-28,106,7.0,Liam Neeson,216312,John W. Richardson,2014
50000000.0,Broken Road Productions,USA,Steven Quale,Action,47602194.0,Into the Storm,PG-13,2014-08-08,89,5.8,Richard Armitage,57376,John Swetnam,2014
50000000.0,Warner Bros.,USA,David Dobkin,Crime,47119388.0,The Judge,R,2014-10-10,141,7.4,Robert Downey Jr.,150371,Nick Schenk,2014
35000000.0,Universal Pictures,USA,Bobby Farrelly,Adventure,86208010.0,Dumb and Dumber To,PG-13,2014-11-14,109,5.7,Jim Carrey,107048,Sean Anders,2014
0.0,Sidney Kimmel Entertainment,USA,Steven Brill,Comedy,39751.0,Walk of Shame,R,2014-05-01,95,6.0,Elizabeth Banks,44493,Steven Brill,2014
