Id,Name,Platform,Year,Genre,Publisher,Rank,Difficulty,Ign_score,NA_Sales,EU_Sales,JP_Sales,Other_Sales
15699,Guitar Freaks & DrumMania: Masterpiece Gold,PS2,2007,Simulation,Konami Digital Entertainment,15699,nan,10,0,0,0.02,0
15700,Broken Sword: The Sleeping Dragon,XB,2003,Adventure,THQ,15700,nan,nan,0.01,0,0,0
15701,Reversal Challenge,DS,2009,Misc,Tommo,15701,2,nan,0.02,0,0,0
15702,Wild West Shootout,Wii,2010,Shooter,Unknown,15702,nan,nan,0.01,0.01,0,0
15703,Miyako,PSP,2010,Adventure,Idea Factory,15703,5,1,0,0,0.02,0
15704,Motto NUGA-CEL!,PSP,2010,Adventure,Idea Factory,15704,5,nan,0,0,0.02,0
15705,Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),PS2,2007,Strategy,Konami Digital Entertainment,15705,nan,9,0,0,0.02,0
15706,11eyes: CrossOver,PSP,2010,Adventure,5pb,15706,nan,nan,0,0,0.02,0
15707,Super Dodge Ball,NG,1995,Sports,Technos Japan Corporation,15707,nan,4,0,0,0.02,0
15708,Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,PSV,2015,Adventure,dramatic create,15708,nan,nan,0,0,0.02,0
15709,Gon: BakuBakuBakuBaku Adventure,3DS,2012,Action,Namco Bandai Games,15709,nan,3,0,0,0.02,0
15710,Style Book: Junior City,DS,2006,Misc,Namco Bandai Games,15710,nan,nan,0,0,0.02,0
15711,Amatsumi Sora ni! Kumo no Hatate ni,PSV,2015,Adventure,Prototype,15711,8,nan,0,0,0.02,0
15712,Garfield's Nightmare,DS,2007,Platform,Game Factory,15712,nan,10,0.01,0,0,0
15713,The Last Motorcycle Experience,nan,nan,nan,nan,15713,nan,nan,nan,nan,nan,nan
15714,Earth Seeker,Wii,2011,Role-Playing,Kadokawa Shoten,15714,nan,nan,0,0,0.02,0
15715,Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,2015,Action,Arc System Works,15715,10,nan,0,0,0.02,0
15716,Lovely x Cation 1 & 2,PSV,2015,Action,5pb,15716,nan,nan,0,0,0.02,0
15717,Barbie as the Princess and the Pauper,GBA,2004,Adventure,Vivendi Games,15717,nan,nan,0.01,0,0,0
15718,Blood Bowl: Legendary Edition,PC,2010,Sports,Focus Home Interactive,15718,nan,nan,0,0.01,0,0
15719,Tantei Opera: Milky Holmes,PSP,2010,Adventure,Unknown,15719,nan,nan,0,0,0.02,0
15720,Pirates of the Burning Sea,PC,2008,Role-Playing,Koch Media,15720,nan,nan,0,0.01,0,0
15721,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,PS3,2016,Misc,Namco Bandai Games,15721,3,nan,0,0,0.02,0
15722,Mary King's Riding School 2,Wii,2009,Simulation,Midas Interactive Entertainment,15722,nan,2,0,0.02,0,0
15723,Micro Machines V4,PSP,2006,Racing,Codemasters,15723,nan,nan,0.01,0,0,0
15724,Entaku no Seito: The Eternal Legend,PSP,2012,Role-Playing,Kadokawa Games,15724,nan,nan,0,0,0.02,0
15725,New Atelier Rorona: Hajimari no Monogatari,3DS,2015,Action,Tecmo Koei,15725,nan,9,0,0,0.02,0
15726,WorldShift,PC,2009,Strategy,Playlogic Game Factory,15726,nan,8,0.02,0,0,0
15727,The Crew: Wild Run,PC,2015,Action,Ubisoft,15727,10,nan,0,0.02,0,0
15728,Casper's Scare School: Spooky Sports Day,DS,2009,Sports,Blast! Entertainment Ltd,15728,9,nan,0.02,0,0,0
15729,7 Roses: A Darkness Rises,PC,2015,Misc,Avanquest Software,15729,nan,nan,0,0.02,0,0
15730,My Hero: Doctor,DS,2009,Action,Majesco Entertainment,15730,8,nan,0.02,0,0,0
15731,Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,PS2,2007,Role-Playing,Sega,15731,nan,nan,0,0,0.02,0
15732,Bakumatsu Rock: Ultra Soul,PSV,2014,Misc,Marvelous Interactive,15732,nan,nan,0,0,0.02,0
15733,Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,PSP,2010,Action,Takara Tomy,15733,nan,nan,0,0,0.02,0
15734,Cabela's Alaskan Adventure,PS2,N/A,Sports,Unknown,15734,nan,nan,0.01,0.01,0,0
15735,Elf Bowling 1 & 2,DS,2005,Sports,Ignition Entertainment,15735,nan,nan,0.02,0,0,0
15736,Niko Puchi Girls Runway,3DS,2015,Misc,Happinet,15736,nan,nan,0,0,0.02,0
15737,MotoGP 14,PSV,2014,Racing,Milestone S.r.l.,15737,nan,nan,0,0.01,0,0
15738,Bomberman 2,DS,2008,Puzzle,Hudson Soft,15738,nan,nan,0,0.01,0,0
15739,Arabians Lost: The Engagement on Desert,PS2,2007,Adventure,Prototype,15739,nan,9,0,0,0.02,0
15740,Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,DS,2010,Simulation,Square Enix,15740,nan,nan,0,0,0.02,0
15741,Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,PS2,2010,Role-Playing,Namco Bandai Games,15741,nan,nan,0,0,0.02,0
15742,Gakken DS: Shin TOEIC Test Kanzen Kouryaku,DS,2007,Misc,Gakken,15742,nan,6,0,0,0.02,0
15743,SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,DS,2010,Action,Namco Bandai Games,15743,nan,1,0,0,0.02,0
15744,Peggle Nights,PC,2008,Puzzle,PopCap Games,15744,nan,nan,0,0.01,0,0
15745,Starry ? Sky: After Summer,PSP,2013,Misc,Asgard,15745,nan,nan,0,0,0.02,0
15746,Puzzle Guzzle,PSP,2007,Puzzle,DHM Interactive,15746,nan,nan,0.02,0,0,0
15747,ESPN NFL Primetime 2002,XB,2002,Sports,Konami Digital Entertainment,15747,nan,nan,0.01,0,0,0
15748,Gallop Racer Inbreed,PS2,2006,Sports,Tecmo Koei,15748,nan,nan,0,0,0.02,0
15749,Myth Makers: Super Kart GP,Wii,2007,Racing,Popcorn Arcade,15749,nan,nan,0.01,0,0,0
15750,Red Ninja: End of Honor,XB,2005,Action,Vivendi Games,15750,nan,nan,0.01,0,0,0
15751,Ketsui: Kizuna Jigoku Tachi Extra,X360,2010,Shooter,5pb,15751,nan,nan,0,0,0.02,0
15752,Frisbee Disc Freestyle / Frisbee Disc Golf,DS,2007,Sports,DSI Games,15752,5,nan,0.02,0,0,0
15753,Call of Duty: Modern Warfare Trilogy,PS3,2016,Shooter,Activision,15753,nan,nan,0,0.01,0,0
15754,The King of Fighters Collection: The Orochi Saga (JP sales),PS2,2006,Fighting,Ignition Entertainment,15754,10,nan,0,0,0.02,0
15755,Emergency 2012,DS,2010,Simulation,Rondomedia,15755,nan,nan,0,0.02,0,0
15756,Command & Conquer 3: Kane's Wrath,PC,2008,Strategy,Electronic Arts,15756,5,nan,0,0.01,0,0
15757,Suzumiya Haruhi-Chan no Mahjong,PSP,2011,Misc,Kadokawa Shoten,15757,nan,nan,0,0,0.02,0
15758,Tsuki no Hikari: Shizumeru Kane no Satsujin,PS2,2002,Adventure,Victor Interactive,15758,6,nan,0,0,0.02,0
15759,Aqua Panic!,DS,2009,Puzzle,Neko Entertainment,15759,nan,nan,0.01,0.01,0,0
15760,James Bond 007: Blood Stone,PC,2010,Shooter,Activision,15760,nan,10,0.02,0,0,0
15761,Writing and Speaking Beautiful Japanese DS,DS,N/A,Misc,Unknown,15761,nan,nan,0,0,0.02,0
15762,Sega Ages 2500 Series Vol. 26: Dynamite Deka,PS2,2006,Action,Sega,15762,nan,nan,0,0,0.02,0
15763,Kong: The Animated Series,GBA,2002,Action,BAM! Entertainment,15763,nan,nan,0.01,0,0,0
15764,Heavy Fire: Afghanistan,PC,2011,Shooter,Mastiff,15764,9,nan,0.02,0,0,0
15765,Let's Dance with Mel B,X360,2011,Sports,Black Bean Games,15765,nan,8,0,0.02,0,0
15766,Agatha Christie: Death on the Nile,PC,2008,Adventure,Big Fish Games,15766,nan,nan,0,0.01,0,0
15767,The Crew: Wild Run,XOne,2015,Action,Ubisoft,15767,10,nan,0,0.02,0,0
15768,Toukiden 2,PS3,2016,Action,Tecmo Koei,15768,nan,nan,0,0,0.02,0
15769,Koisuru Otome to Shugo no Tate Portable,PSP,2010,Adventure,Alchemist,15769,nan,nan,0,0,0.02,0
15770,PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,3DS,2012,Action,Irem Software Engineering,15770,nan,nan,0,0,0.02,0
15771,Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,DS,2010,Misc,Namco Bandai Games,15771,nan,nan,0,0,0.02,0
15772,Iridium Runners,PS2,2008,Racing,SouthPeak Games,15772,nan,nan,0.01,0.01,0,0
15773,Ben 10 Omniverse 2,3DS,2013,Action,Namco Bandai Games,15773,8,nan,0,0.02,0,0
15774,"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",PS2,2007,Adventure,Kadokawa Shoten,15774,nan,nan,0,0,0.02,0
15775,Bakumatsu Renka: Karyuu Kenshi-den,PS2,2007,Adventure,D3Publisher,15775,nan,nan,0,0,0.02,0
15776,Dancing on Ice,DS,2010,Sports,Ghostlight,15776,nan,nan,0,0.02,0,0
15777,Tiny Toon Adventures: Wacky Stackers,GBA,2001,Puzzle,Conspiracy Entertainment,15777,nan,nan,0.01,0,0,0
15778,Princess Frontier Portable,PSP,2011,Adventure,Alchemist,15778,nan,nan,0,0,0.02,0
15779,Rock Blast,Wii,2010,Puzzle,UFO Interactive,15779,nan,nan,0.02,0,0,0
15780,Touch Detective (JP sales),DS,2006,Adventure,505 Games,15780,nan,nan,0,0,0.02,0
15781,Tomb Raider: Legend,PC,2006,Action,Eidos Interactive,15781,nan,nan,0,0.01,0,0
15782,Emergency Mayhem,Wii,2008,Racing,Codemasters,15782,nan,nan,0.02,0,0,0
15783,Rising Zan: The Samurai Gunman,PS,1998,Action,Agetec,15783,nan,nan,0.01,0.01,0,0
15784,Mai-Otome Hime: Otome Butou Shi,PS2,2006,Fighting,Sunrise Interactive,15784,nan,nan,0,0,0.02,0
15785,Robopon 2: Cross Version,GBA,2001,Role-Playing,Hudson Entertainment,15785,nan,nan,0.01,0,0,0
15786,TMNT: Mutant Melee,XB,2005,Fighting,Konami Digital Entertainment,15786,nan,nan,0.01,0,0,0
15787,Ultimate Puzzle Games,GBA,2005,Puzzle,Telegames,15787,7,nan,0.01,0,0,0
15788,Combat Flight Simulator 3: Battle for Europe,PC,2002,Simulation,Microsoft Game Studios,15788,nan,nan,0.01,0.01,0,0
15789,Kimikare: New Semester,PSP,2012,Action,Idea Factory,15789,nan,nan,0,0,0.02,0
15790,Katekyoo Hitman Reborn! Kindan no Yami no Delta,PS2,2008,Action,Marvelous Interactive,15790,nan,nan,0,0,0.02,0
15791,Haneru no Tobira Wii: Girigirissu,Wii,2007,Misc,Namco Bandai Games,15791,nan,nan,0,0,0.02,0
15792,RoboCop,XB,2003,Shooter,Titus,15792,0,nan,0.01,0,0,0
15793,Elminage II: Sousei no Megami to Unmei no Daichi,PSP,2009,Role-Playing,Starfish,15793,nan,nan,0,0,0.02,0
15794,Lara Croft and the Temple of Osiris,PC,2014,Action,Square Enix,15794,nan,nan,0,0.02,0,0
15795,Final Fantasy XIV: Heavensward,PC,2015,Action,Square Enix,15795,4,nan,0.01,0.01,0,0
15796,Grisaia no Rakuen: Le Eden de la Grisaia,PSV,2014,Adventure,Prototype,15796,4,4,0,0,0.02,0
15797,Blazing Souls,PS2,2006,Role-Playing,Idea Factory,15797,nan,nan,0,0,0.02,0
15798,Seinaru Kana: Orichalcum no Na no Motoni,PSP,2012,Action,CyberFront,15798,5,nan,0,0,0.02,0
15799,NHL 2K3,GC,2002,Sports,Sega,15799,nan,nan,0.01,0,0,0
15800,PDC World Championship Darts 2009,Wii,2009,Sports,Oxygen Interactive,15800,nan,nan,0,0.02,0,0
15801,Tour de France 2014,PS3,2014,Sports,Focus Home Interactive,15801,10,nan,0,0.02,0,0
15802,The Hustle: Detroit Streets,XB,2006,Sports,Activision,15802,nan,nan,0.01,0,0,0
15803,Tail of the Sun,PS,1996,Role-Playing,ArtDink,15803,nan,2,0.01,0.01,0,0
15804,Canada Hunt,Wii,2010,Sports,Virtual Play Games,15804,nan,nan,0.02,0,0,0
15805,Space Channel 5: Ulala's Cosmic Attack,GBA,2002,Misc,Atari,15805,nan,nan,0.01,0,0,0
15806,Airline Tycoon,PC,2000,Simulation,Interplay,15806,nan,nan,0,0.01,0,0
15807,Virtua Quest,PS2,N/A,Role-Playing,Unknown,15807,3,7,0.01,0.01,0,0
15808,Disney Sports Basketball,GBA,2002,Sports,Konami Digital Entertainment,15808,9,9,0.01,0,0,0
15809,Bejeweled Blitz,PC,2010,Puzzle,Mastertronic,15809,nan,nan,0,0.01,0,0
15810,Ozzy & Drix,GBA,2003,Platform,Midway Games,15810,nan,nan,0.01,0,0,0
15811,Barnyard Blast: Swine of the Night,DS,2008,Platform,Big Ben Interactive,15811,nan,nan,0.02,0,0,0
15812,SBK09 Superbike World Championship,PS3,2009,Racing,Black Bean Games,15812,nan,nan,0,0.01,0,0
15813,Song of the Deep,PC,2016,Action,Insomniac Games,15813,nan,5,0.02,0,0,0
15814,Yamasa Digi World SP: Moeyo! Kung Fu Shukujo,PS2,2006,Misc,Yamasa Entertainment,15814,nan,nan,0,0,0.02,0
15815,Nobunaga no Yabou: Soutensoku with Power-Up Kit,PSP,2011,Strategy,Tecmo Koei,15815,nan,nan,0,0,0.02,0
15816,Disney Sports Football,GC,2002,Sports,Konami Digital Entertainment,15816,nan,nan,0.01,0,0,0
15817,Castle Shikigami 2,PS2,2004,Shooter,Play It,15817,nan,4,0.01,0.01,0,0
15818,Wizardry Twin Pack,PS3,2011,Role-Playing,Acquire,15818,nan,nan,0,0,0.02,0
15819,Rabbids Invasion: The Interactive TV Show,PS4,2014,Misc,Ubisoft,15819,nan,6,0,0.01,0,0
15820,Moe Star: Moeru Toudai Eigojuku,DS,2008,Misc,Mirai Shounen,15820,nan,nan,0,0,0.02,0
15821,Gadget Racers (PAL),PS2,2002,Racing,Zoo Digital Publishing,15821,nan,nan,0,0,0.02,0
15822,Pulse Racer,XB,2003,Racing,Jaleco,15822,nan,0,0.01,0,0,0
15823,Freestyle Metal X,GC,2003,Racing,Midway Games,15823,nan,nan,0.01,0,0,0
15824,Tegami Bachi: Kokoro Tsumugu Mono e,PSP,2010,Role-Playing,Konami Digital Entertainment,15824,nan,nan,0,0,0.02,0
15825,NEVES,DS,2007,Puzzle,Ignition Entertainment,15825,7,nan,0.01,0,0,0
15826,Unreal Tournament 2004,PC,2004,Shooter,Atari,15826,nan,nan,0,0.01,0,0
15827,NBA 07,PS2,2006,Sports,Sony Computer Entertainment,15827,nan,nan,0.01,0.01,0,0
15828,Antiphona no Seikahime: Tenshi no Gakufu Op.A,PSP,2009,Role-Playing,Nippon Ichi Software,15828,nan,nan,0,0,0.02,0
15829,Rogue Trooper,XB,2006,Shooter,Eidos Interactive,15829,nan,nan,0.01,0,0,0
15830,Spirits & Spells,GC,2003,Platform,Wanadoo,15830,nan,nan,0.01,0,0,0
15831,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,PS3,2015,Action,Namco Bandai Games,15831,nan,nan,0,0,0.02,0
15832,Balls of Fury,DS,2007,Sports,Zoo Digital Publishing,15832,nan,nan,0.02,0,0,0
15833,50 Classic Games,3DS,2012,Misc,Avanquest Software,15833,nan,nan,0,0.02,0,0
15834,The Longest Journey,PC,1999,Adventure,Empire Interactive,15834,nan,nan,0,0.01,0,0
15835,Eyeshield 21: Portable Edition,PSP,2006,Role-Playing,Konami Digital Entertainment,15835,nan,5,0,0,0.02,0
15836,Stronghold Legends,PC,2006,Strategy,Take-Two Interactive,15836,3,nan,0,0.01,0,0
15837,Kabushiki Baibai Trainer: Kabutore! Next,DS,2007,Simulation,Konami Digital Entertainment,15837,2,nan,0,0,0.02,0
15838,Machi: Unmei no Kousaten,PSP,2006,Adventure,ChunSoft,15838,nan,nan,0,0,0.02,0
15839,Winning Post 8 2016,PS4,2016,Simulation,Tecmo Koei,15839,nan,nan,0,0,0.02,0
15840,Golden Nugget Casino DS,DS,2005,Misc,Majesco Entertainment,15840,nan,nan,0.02,0,0,0
15841,Machi-ing Maker 4,PS3,2011,Strategy,D3Publisher,15841,nan,nan,0,0,0.02,0
15842,World Class Rugby 2: Kokunai Gekitou Hen '93,SNES,1994,Sports,Misawa,15842,nan,nan,0,0,0.02,0
15843,Pirates PlundArrr,Wii,2010,Action,Majesco Entertainment,15843,nan,nan,0.02,0,0,0
15844,Robotics;Notes,PSV,2014,Adventure,5pb,15844,nan,9,0,0,0.02,0
15845,Ketsui Death Label,DS,2008,Shooter,Arika,15845,3,nan,0,0,0.02,0
15846,Prince of Stride,PSV,2015,Adventure,Kadokawa Games,15846,3,nan,0,0,0.02,0
15847,Syberia II,PC,2004,Adventure,MC2 Entertainment,15847,7,0,0,0.01,0,0
15848,SD Gundam Force,GBA,2004,Shooter,Namco Bandai Games,15848,nan,nan,0.01,0,0,0
15849,Mechanic Master 2,DS,2010,Puzzle,Crave Entertainment,15849,2,nan,0.02,0,0,0
15850,Dungeons - The Dark Lord,PC,2011,Strategy,Kalypso Media,15850,nan,nan,0,0.01,0,0
15851,Clover no Kuni no Alice: Wonderful Wonder World,PSP,2011,Adventure,Quinrose,15851,nan,nan,0,0,0.02,0
15852,Shonen Jump's Yu-Gi-Oh! GX Card Almanac,DS,N/A,Misc,Konami Digital Entertainment,15852,5,8,0,0,0.02,0
15853,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,PS2,2007,Misc,D3Publisher,15853,nan,nan,0,0,0.02,0
15854,Lost: Via Domus,PC,2008,Action,Ubisoft,15854,nan,nan,0,0.01,0,0
15855,Monster High 13 Wishes,3DS,2013,Action,Little Orbit,15855,nan,nan,0,0.02,0,0
15856,GA - Geijutsuka Art Design Class: Slapstick Wonder Land,PSP,2010,Adventure,Russel,15856,nan,nan,0,0,0.02,0
15857,Planetarian: Chiisana Hoshi no Yume,PSP,2009,Adventure,Prototype,15857,nan,nan,0,0,0.02,0
15858,Roommate Asami: Okusama wa Joshikousei,PS2,2002,Adventure,Datam Polystar,15858,nan,nan,0,0,0.02,0
15859,Cabbage Patch Kids: The Patch Puppy Rescue,GBA,2007,Misc,D3Publisher,15859,1,nan,0.01,0,0,0
15860,Sarah: Keeper of the Unicorn,DS,2009,Adventure,DreamCatcher Interactive,15860,nan,nan,0.02,0,0,0
15861,Pirates: Legend of the Black Buccaneer,PS2,2006,Adventure,10TACLE Studios,15861,nan,nan,0.01,0.01,0,0
15862,Back to the Future: The Game,XOne,2015,Adventure,Telltale Games,15862,nan,nan,0,0.02,0,0
15863,Post Mortem,PC,2003,Adventure,Microids,15863,nan,nan,0,0.01,0,0
15864,Ultraman Star Chronicles,PSP,2013,Strategy,Namco Bandai Games,15864,nan,nan,0,0,0.02,0
15865,Ginga Tetsudou 999 DS,DS,2010,Adventure,Culture Brain,15865,nan,nan,0,0,0.02,0
15866,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,PS3,2015,Action,Namco Bandai Games,15866,nan,10,0,0,0.02,0
15867,Amagoushi no Yakata,PS2,2007,Adventure,Nippon Ichi Software,15867,0,nan,0,0,0.02,0
15868,Aedis Eclipse: Generation of Chaos,PSP,2006,Role-Playing,Idea Factory,15868,nan,nan,0.02,0,0,0
15869,This War of Mine,PS4,2016,Action,Deep Silver,15869,nan,nan,0,0.01,0,0
15870,Franklin: A Birthday Surprise,PS2,2006,Misc,Game Factory,15870,nan,nan,0.01,0.01,0,0
15871,Nil Admirari no Tenbin: Teito Genwaku Toukidan,PSV,2016,Adventure,Idea Factory,15871,nan,nan,0,0,0.02,0
15872,Without Warning,XB,N/A,Shooter,Capcom,15872,nan,nan,0.01,0,0,0
15873,Marvel Superheroes 3D: Grandmaster's Challenge,Wii,2010,Action,Neko Entertainment,15873,nan,nan,0,0.01,0,0
15874,Suzunone Seven: Rebirth Knot,PS2,2010,Adventure,Alchemist,15874,nan,nan,0,0,0.02,0
15875,Arslan: The Warriors of Legend,XOne,2016,Action,Tecmo Koei,15875,nan,nan,0.01,0,0,0
15876,"Hanayaka Kana, Ware ga Ichizoku: Tasogare Polarstar",PSP,2013,Adventure,Idea Factory,15876,nan,nan,0,0,0.02,0
15877,Zoids Dash,DS,2006,Role-Playing,Tomy Corporation,15877,nan,nan,0,0,0.02,0
15878,Digimon Rumble Arena,PS,2001,Fighting,Namco Bandai Games,15878,2,nan,0.01,0.01,0,0
15879,Vitamin X Evolution Plus,PSP,2010,Adventure,D3Publisher,15879,1,nan,0,0,0.02,0
15880,Disciples III: Renaissance,PC,2010,Strategy,Kalypso Media,15880,nan,nan,0,0.01,0,0
15881,Revolution: 25th Anniversary Collection,PC,2016,Adventure,Koch Media,15881,nan,nan,0,0.02,0,0
15882,MX vs. ATV Supercross Encore,XOne,2015,Sports,Nordic Games,15882,nan,nan,0.02,0,0,0
15883,Final Fight: Streetwise,XB,2006,Action,Capcom,15883,7,nan,0.01,0,0,0
15884,Goblin Commander: Unleash the Horde,GC,2003,Strategy,Jaleco,15884,nan,nan,0.01,0,0,0
15885,Super Speed Machines,DS,2009,Racing,Midas Interactive Entertainment,15885,nan,nan,0.02,0,0,0
15886,Nano Diver,PSP,2011,Action,Takara Tomy,15886,nan,4,0,0,0.02,0
15887,Elkrone no Atelier: Dear for Otomate,PSP,2012,Action,Idea Factory,15887,nan,nan,0,0,0.02,0
15888,DJ Star,DS,2009,Misc,Deep Silver,15888,nan,nan,0.01,0,0,0
15889,Top Gear RPM Tuning,XB,2005,Racing,Wanadoo,15889,8,2,0.01,0,0,0
15890,Cookie & Cream,DS,2007,Platform,505 Games,15890,nan,nan,0.01,0,0,0
15891,Memories Off: Yubikiri no Kioku,X360,2010,Adventure,5pb,15891,nan,nan,0,0,0.02,0
15892,Otometeki Koi Kakumei * Love Revo!! DS,DS,2008,Adventure,GungHo,15892,nan,5,0,0,0.02,0
15893,Clue / Mouse Trap / Perfection / Aggravation,DS,2006,Misc,Unknown,15893,nan,1,0.02,0,0,0
15894,Football Manager 2007,X360,N/A,Sports,Sega,15894,nan,nan,0,0.01,0,0
15895,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PS3,2015,Action,Namco Bandai Games,15895,nan,10,0,0,0.02,0
15896,Elven Legacy Collection,PC,2010,Strategy,Paradox Interactive,15896,nan,5,0,0.01,0,0
15897,My Ballet Studio,DS,2009,Simulation,505 Games,15897,nan,nan,0.01,0,0,0
15898,Postman Pat: Special Delivery Service,DS,2009,Misc,GSP,15898,nan,6,0,0.01,0,0
15899,Cross + Channel,PSP,2010,Adventure,CyberFront,15899,nan,2,0,0,0.02,0
15900,LEGO Star Wars II: The Original Trilogy,PC,2006,Action,Activision,15900,nan,nan,0,0.01,0,0
15901,Ingenious Afro Conquest,nan,nan,nan,nan,15901,nan,nan,nan,nan,nan,nan
15902,Summer Challenge: Athletics Tournament,Wii,2011,Sports,PQube,15902,nan,nan,0,0.01,0,0
15903,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,DS,2010,Misc,Namco Bandai Games,15903,nan,nan,0,0,0.02,0
15904,Just Cause,PC,2006,Action,Eidos Interactive,15904,nan,nan,0,0.01,0,0
15905,Abunai: Koi no Sousa Shitsu,PSV,2015,Action,Asgard,15905,nan,nan,0,0,0.02,0
15906,Blazing Angels: Squadrons of WWII,PC,2006,Simulation,Ubisoft,15906,nan,nan,0.01,0,0,0
15907,Let's Yoga!,DS,2007,Misc,Konami Digital Entertainment,15907,nan,nan,0,0,0.02,0
15908,Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne,PS2,2007,Adventure,Marvelous Interactive,15908,nan,nan,0,0,0.02,0
15909,Memories Off: Yubikiri no Kikou,PSP,2011,Adventure,5pb,15909,1,nan,0,0,0.02,0
15910,L.G.S: Shinsetsu Houshinengi,PSP,2012,Action,Idea Factory,15910,nan,nan,0,0,0.02,0
15911,Battle Engine Aquila,XB,2003,Shooter,Atari,15911,nan,nan,0.01,0,0,0
15912,Turbo: Super Stunt Squad,Wii,2013,Sports,D3Publisher,15912,nan,nan,0,0.02,0,0
15913,Hurry Up Hedgehog!,DS,2009,Racing,O-Games,15913,nan,nan,0.02,0,0,0
15914,Hands On! Tangrams,DS,2009,Puzzle,Storm City Games,15914,nan,0,0.02,0,0,0
15915,Puzzle Chronicles,DS,2010,Puzzle,Konami Digital Entertainment,15915,nan,4,0.01,0,0,0
15916,Discworld II: Mortality Bytes!,PS,1996,Adventure,Psygnosis,15916,nan,nan,0.01,0.01,0,0
15917,One Piece Mansion,PS,2001,Action,Capcom,15917,2,nan,0.01,0.01,0,0
15918,Uchi no 3 Shimai DS,DS,2008,Misc,Culture Brain,15918,nan,nan,0,0,0.02,0
15919,Divinity: Original Sin,PC,2014,Role-Playing,Focus Home Interactive,15919,6,3,0,0.02,0,0
15920,Soul Eater: Monotone Princess,Wii,2008,Action,Square Enix,15920,10,nan,0,0,0.02,0
15921,Strike Witches: Shirogane no Tsubasa,X360,2010,Strategy,CyberFront,15921,nan,nan,0,0,0.02,0
15922,Big Idea's VeggieTales: LarryBoy and the Bad Apple,GBA,2006,Action,Crave Entertainment,15922,6,nan,0.01,0,0,0
15923,Still Life 2,PC,2009,Adventure,Rondomedia,15923,nan,nan,0,0.01,0,0
15924,Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,DS,2010,Action,Hudson Soft,15924,nan,nan,0,0,0.02,0
15925,Clock Zero: Shuuen no Ichibyou - ExTime,PSV,2015,Action,Idea Factory,15925,nan,nan,0,0,0.02,0
15926,Moujuutsukai to Oujisama,PS2,2010,Adventure,Idea Factory,15926,nan,nan,0,0,0.02,0
15927,Root Infinity Rexx,PSV,2015,Adventure,Idea Factory,15927,nan,nan,0,0,0.02,0
15928,Cube,PSP,2007,Puzzle,D3Publisher,15928,nan,4,0.02,0,0,0
15929,Shinseiki GPX Cyber Formula: Road To The INFINITY 4,PS2,2007,Racing,Sunrise Interactive,15929,nan,nan,0,0,0.02,0
15930,Army Men: Major Malfunction,XB,2006,Shooter,Global Star,15930,2,nan,0.01,0,0,0
15931,Dunamis 15,X360,2011,Adventure,5pb,15931,nan,nan,0,0,0.02,0
15932,Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense,DS,2007,Misc,Gakken,15932,nan,nan,0,0,0.02,0
15933,Worms World Party,PC,2001,Strategy,Virgin Interactive,15933,nan,4,0,0.01,0,0
15934,Yoake Yori Ruriiro na Portable,PSP,2010,Adventure,Kadokawa Shoten,15934,4,nan,0,0,0.02,0
15935,Big Bass Fishing,PS,2002,Action,Take-Two Interactive,15935,nan,nan,0,0,0.02,0
15936,Reine des Fleurs,PSV,2015,Action,Idea Factory,15936,nan,5,0,0,0.02,0
15937,Gears of War,PC,2007,Shooter,Microsoft Game Studios,15937,nan,nan,0,0.01,0,0
15938,Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,Wii,2007,Simulation,Taito,15938,4,nan,0,0,0.02,0
15939,Namco Museum 50th Anniversary (JP sales),PS2,2005,Misc,Namco Bandai Games,15939,nan,nan,0,0,0.02,0
15940,Gummy Bears Magical Medallion,Wii,2011,Platform,Storm City Games,15940,nan,nan,0.02,0,0,0
15941,Colin McRae Rally 2005,PC,2004,Racing,Codemasters,15941,nan,nan,0,0.01,0,0
15942,Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+,PSP,2009,Role-Playing,Gust,15942,nan,nan,0,0,0.02,0
